1010 AAAAABBBBAAAA
0111010100100000110011000100001101011111010110011001010101101000001001111011011011011101111111100111001110011111010011101000010011000011000000 AAAAAABBBBBBAAAAAABBBBBBAAAAAAAAAAABBBBBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAAAAABBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABBBABBBBBBBBBBAAAAAAAAAAAAAAAAAAAAAAAAABBBAAAABBBBBAAAAAAAAAAAAAAAAAAAAABBBBBABBBBBBBBBAAAAAAAAAAAAAAAAAAABBBAAAAAAAAABAAAAAAAAABBBAAAAABBBBABBBBAAAAAAABBBAAAAAAAAAAAAABBBBBAAAAABBBBBBBBBBBAAABBBBAAAAABBBBBAAAAAAAAAAAAAAABBBBBBBBAAAAAAAAAAAAAAAAAAAAAABBBBBAAABBBBAAAAAAAAAAABBBBAAAABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABBBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
111101010011001 BBBBBABBBAABBBBBBBBABAABBAAABBBAAAABBBABBAAABAAAB
1011101010110101011111101110010101001000011001 AAAAAAAAAAAABBAAABBBAAAAAAAAABBBBAABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABBBBAABAAAAAABBBAAAAAAAAAABBAAABBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
100101001110100010 AAABBBBAABABBABAAAABBBABBABAAAAABABBABBABABBABABBBABAABBABA
10 BBBBBAAAAAAA
11100011001010001111000100 BABBBABAAAAABBBBAAABBAABBA
10011010000001001100001001100111100000111101000010011011100110010011110000111010010010100000001000010111011111011100110101001110000110 ABBBBABAAABBABBAABABABBBBBBAABABAAABBABABBBAABBBAABBABAAAABBAAABBABAABABABBBBABBAABBBBAABBBBABBBBBBBBBBBABBABBABBBAAABAABBBABBAABBABBAAAAABAAABBA
1011110010011100010000100100111011011111001001110100101110110100100 AABBBBBABABAABAABBBBBAAAAABAABBABBABAABBABBBBABABBBBBABBBABBAAAABAAAABABBAA
01101010101101100101110100101000100001010101101011011101011111100111110001111001000010001000110000000010111011100001000101100100111101111 BABAAABBBABABBABBABBABABAAAAABBBABBBBABBBBBABABBAAABBBAABABBBAAABABABBABBBAAAABBAAAAAABBBBABABABABAABABBABBABABABAABABABBBBBAAAAAAABBABBABAAAAABBBA
1000000010110010011001001000101001000110110 ABABAAAABBBBABABABAABAABBBABABBABBBBBABABAAB
100010011011010011100111001001000101 BBBAAAAAAAAAAAABBBBBBAAAAAAAAAAAAAAAABBABBBBBAAAAAAAAAAAAABBBBBBAAAAAAAAAAAAAABBBBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABB
01 BBBBBAAAAAAA
0 AAABAAABAB
111010111011011000101100001111100111001111110011010101110001000011100011110100110000010000011110101011010100101100 BABBBAABBBAAABAAAAAAAAAAABABBABBBBBABBABABBBBBBBABBBBAABBAAAAAAABAAABBABBABBAAABBBABABABAAAAABBAABAAAAABBAAABBAAAAABBABBB
1111001001010010110100011011001001000110111000100 ABAAABABBAAABBAABBBABBAABABBBBBABAAABABBBAAAAAABAB
1110000100001000001001100101111000001110000111001011001011100110110011100110101110011110111001111110100001 BBBBBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABBBBBAAAAAAABBBBBAAAAAAAAAAAAAAAABBBBBBBBBAAAAAAAAAAABBBBBBBBBAAAAAAAAAAAAABBAAAAAAAAAAAAAAAAAAAAAAAAAAAAABBBBAABBBBBBBAAAAAAAAAAABBBBBBBBBABBBBAAAAAAAAAAAAAAAAABBAAAAAAAAAAAABBBBBAAAAAAAAAAAAAAAAABBBBBBBBBBBBBBBAAAAABBBBAAAAAAABBBBBBBAAAABBBBBBBBABBBBAAAAAAAABBBBBBAAAAAAAAAA
1010101010100111011101010001110110101110011101010111011110100100 BBAAAAAAAAAAAAAAAAAAAAAABBBBAAAAAAAAAAAAABBBAAAAAAABBBBBBBBBBBBBBBAAAAAAAAABBBBBAAAAAABBBBAABBBBBAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAABBBBBBAAAAABBBBBBBBBBAAAAAAAAABBBBBBBBBBBBBBBAAAAAAAAAAAAABBBBBBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
1 B
010101011100011000001111110011001011011101000101110010100110000101000101111100101101111010100010011000100 BBAABABBBBABAAAABBABABBBAAAABABAAAABAABBABABABAAABABABAAAABAAABAAAAABBAAABABBAAABAABAAAAAAAAAAAABBABAAABAABBBBABAABBABBBAAABABBAABBBAAABBABABBBBBAABAABBAAABABA
0 A
0000 AAA
01101111101101111011001110001000011011110011111100101101011101101 BBABBBBABABBAABBBAABBAABBABABBBBAAABABBBABAAAAAABABBBABAABAAAAAAAAABBBBBBAAABABABBBBBABAABBA
01110111011001010110000111000001011000000001000100110101000010101000101101010010001100010010001101110101011000000111101010010110101110000010 AAAAABABAAAABBAABABABABABAAAABBBBABABBABAAAAABAAABABBBAABABAABBBBBAAAABAAAAABABBABAABBBBABBABBBBAAAAAABAABABBBABBABBABAABAABBABABABABABABABAABBABAAABABBABAAAAAABB
0000 AAAA
11100010 BBAAAABA
00100000110001011110100010101000001101100101110110110001 AAAAAAAAAAAAAAAAAAAAAAAAAAAAAABBBBBBBBBBBBAAAAAAAAAAAAAABBBBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAAAABBBBBBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABBBBAAAAAAAAAAABBBBABBAAAAABBBBBBAAAAAABBBBBBAAAAAABAAAAAAAAAABBBBBB
011110011111101101111001101101011111110100111101001100111000000001010101101101111101111010000111101110110100111111 AABBBBBBBBBAAAAAAAAAAABBBBBBAAAAABBBBBBAAAAAAAAAAAAABBBBBBBBAABAAAAAAAAAAAAAAAAAAABAAAAAAAAAAAAAAAAAAAAABBBBBBBBBAAAAAAAAABBBAAAAAAAABBBAAAAAAAABBBBBBBAAAAAAAAAAAAAAAAAAAAABBBBBBBBAAAAAAAAAAAABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABBBBBBAAABBBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAABBBBAAABBBBAAAAAAAAAAAABBBBBBBBBBBBBAAAABBBBBAAAAAAAAAAAAAAAAABBBBBBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABBBAABBBBBBB
1111001111010011100 AAAABAAAABAAABBBBBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAA
11111111 BABAABAAABABABABABAABBAABABBBAABABAABAABABBBABBABB
0101100001111101100010110101010101001100110100110100110101110001101110110110011000010010000101101010000111001100 AAABBBBBBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABBBAAAAAAAAABBBBBAABBBBBAAAABAAAAAAABBBBBBAAAAAAAAAAAAAAAAAAAAAAAAAAABBBBBBAAAAAAAAAAAAAAAAAAAAAAAABBBBBBBAAAAAAAABBBBBBAAAAAAAAAABBAAAAAABBBBBBBAAAAAAAAAAAAAABBBBAAAAAAAAAAABAAAAAABBBBBAAAAABBBBAAAAAAAAAAAAAAAAAABAAABBBBBBBBAAAAAAAAABBBAAAAAAABBBBBAAAAAAAAAAAAAAAAAAAAAABBBBBBAAAAAAAAABBBBBBAAAAAAAAAAAAAABBAAAAAAAAAAAABAAAAAABBAAAAAAAAAAAAAAAAAAAABBBBBAAAAABBBBAAAAAAAAAAAAA
0100001010101110110011101011111001010010111010000100001011100 AAAAABAAAAAAAABBBBAAAAAAAABBBBAAAAABBBBAAAAAAABBBAAAAAAAAABBBBAAAAAAAAAAAAAAAAAAAAAAABAAABBBBBBBBBBBBBBAAAAAAAAAAAAAAAAAAAAAAAAAABBBAAAAAAAAAAAABBBBBAAAAAAAAAAAAAAAAAAAAABBBBBAAAAAAAAAAAAAAAABBBBBBBBBAAAAAAAAAAA
00101111110110100011110011010001001110111010110101011010101100111011100000100110011001101010111111100 AAAAAAAAAAAAAAABBBBBBAAAAAABBBBBBBBBBBBBABBAAAAAAAAAAAAAAAAAAAAAABBBAAAAAAAAAAAAAABBBBBBBAAAAAAAAAAAAAAABBAAAAAAAAAAABBBBBBAAAAABBBBBBBBBBBBBBAABBBBBBAAAAABBAAAAAAAAABBAAAAAAAAAAAAAAAAAAAABBBBAAAAAAAAAAAAAAAAABBBBBBBAAAAAABBBBBBAAAAABBBBBBAAAAAAAAAAAAAAAABAAAAAABBBBBAAAAAAAAAABBBBAAAAAAAAAABBBBBBAAAAAAAAAAAAAABBBAAAABBBBBBAAABBBBBBBBBBBBBBBBBBBBAAAAAA
110111011100000000010010101000100111001001011 BBAAAAAAAAAAABBBBBAAAAAAAAAAAAAAAAABBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABBBBAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABBBBBAAAAAABBB
010100001000000010100001101111001110 AAABAAAABBBBBBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABBBBBBBAAAAAAAAAABBBBBBBBBBBBBBAAAAAAAAAAAAAAAAAAAAAA
000011101010000110100001111100110100 BABABAAAABAABABAABABAAAAABABBBBBABAAAABBAAAAABBBBAAAAAABABAABBABBA
01001 ABBBAB
00110 AAAABBAA
10100110001010100101001100001 BBABABBBABABBABAABAABABBABBAABAAAABAAABAAABAAABAABBBBABBAABABAAAABBBB
111011110010000011101110000010100110111111111100000110000011010001101001010011001111001101110111010101 ABABBABAABBAAABABAAABABABABAAAAAAABBBBAABAAABBBBBBABAAABABBAABBABAABBABAAABBABAABBBBAABAAABAAABABAAAAABAAABAAAAAABBAABBAAABBABAAABBBABBBABBBBAAAAABBBB
01001001111010001001110001001001111100011110101100000000001101111111100110011000110011011011011000110001001001101101101011100001010100 AABBBBAAAABAAAAABBABBBAAABABABBAABBBBAAAAAAABBBABABABAABBABBBBBAABABBABABAABAABAABBAAABAAABBBAABABABBBAABBBABBBBABBBBABBBBAAABAAABABBA
011100101110010011011010000010101110110010111100110011011001010101001110000111101101001111001011101001010100001101111101011010100010011 BBBAABABAABABABBAAAAAAABBBBBAAAAABBBABBBBBBAABABAAAABBABBABAABBBBBABBBBAABABBAABBBBBBABBAAABBAABAABAAAABBABBBBABBAABAABBABAAABABBBBBAAAAABABBBB
101010111101001011101001100100011010101110110001000000000010101011110110100001110 AAAABABAAAABAABBBABBABABBABAAAAAABABABBBAABBABAAAAAAAAABBBABBBBABABBAAABABBAAABAABBBBAABABBBABABBBAAAAAAAAABABAABBBBBABABBAA
1 BBBBBBAAAAAA
